,degree,closeness,betwennes,influence
47,0.3397913561847988,0.5822757348953249,0.0121861862546981,1.0
48,0.2259687034277198,0.5273602514981826,0.0056598987449915,0.0
49,0.5625931445603577,0.6953367875647668,0.0362764236157499,1.0
50,0.3651266766020864,0.5903442208292092,0.0149710897519717,1.0
51,0.4204545454545454,0.62317158114697,0.0191741672163522,1.0
52,0.4614381520119225,0.6425664352406033,0.0233078485821461,1.0
53,0.3913934426229508,0.6073085190632425,0.0167284775371414,1.0
54,0.2479508196721311,0.5384152457372117,0.006864882807316,1.0
55,0.0778688524590164,0.4567344507785246,0.0006367482198279,0.0
56,0.1518256333830104,0.4943820224719101,0.0030052203060356,0.0
57,0.1849850968703427,0.5085741354808148,0.0039670586616499,0.0
58,0.2898658718330849,0.5569620253164557,0.0091004038065987,1.0
59,0.0421013412816691,0.4338829615260265,0.0005106835101161,0.0
60,0.0001862891207153,0.3026100682112859,0.0,0.0
61,0.1397168405365126,0.4899151227525782,0.0022488762283903,0.0
62,0.0199329359165424,0.4237114215802352,1.800847126472485e-05,0.0
63,0.338301043219076,0.580952380952381,0.0121746844072975,1.0
64,0.0292473919523099,0.4253228745741225,0.0003906331089914,0.0
65,0.2498137108792846,0.5365853658536586,0.0069245634585011,1.0
66,0.5203055141579732,0.6732722939922238,0.0302535244362223,1.0
67,0.0098733233979135,0.4172561212592304,5.077847068864917e-07,0.0
68,0.0502980625931445,0.4435630474301768,0.0004376113902886,0.0
69,0.0577496274217585,0.4428677501856282,0.0013313053286729,0.0
70,0.1527570789865872,0.4946097853128167,0.0028039309780201,0.0
71,0.3282414307004471,0.5760274707586651,0.0115884821815539,1.0
72,0.3504098360655737,0.5867949278530826,0.0132083184851808,1.0
73,0.1199701937406855,0.4797997854844476,0.0017545961708317,0.0
74,0.1065573770491803,0.4716632984799226,0.0012038129216879,0.0
75,0.192064083457526,0.5105087969567285,0.0041776899466129,0.0
76,0.4867734724292101,0.6567164179104478,0.0264118310466767,1.0
77,0.1853576751117734,0.5088151658767772,0.0038783996840717,0.0
78,0.0059612518628912,0.4165438038333204,6.447530814611396e-07,0.0
79,0.06650521609538,0.4543377063055438,0.0005322233396686,0.0
80,0.2988077496274217,0.561388830788538,0.0097518707626174,1.0
81,0.0964977645305514,0.4657296546937359,0.0009662835724886,0.0
82,0.2311847988077496,0.5287107258938245,0.0057914600729696,0.0
83,0.2589418777943368,0.5422222222222223,0.0071460181610843,1.0
84,0.0547690014903129,0.447258790201633,0.0003235742682018,0.0
85,0.0681818181818181,0.4513199932739196,0.0007781656000517,0.0
86,0.2662071535022354,0.5483146067415731,0.007665282678639,1.0
87,0.1216467958271236,0.4784313725490196,0.0016242095268548,0.0
88,0.2414307004470939,0.5358889887191775,0.0064950474080364,1.0
89,0.1997019374068554,0.5149654643131235,0.0045196177901132,0.0
90,0.1628166915052161,0.4985604160861893,0.0031874399590318,0.0
91,0.0488077496274217,0.4416289592760181,0.0005507912025976,0.0
92,0.1782786885245901,0.5046535677352637,0.0036930911065612,0.0
93,0.1298435171385991,0.4841706503111752,0.0018284772190964,0.0
94,0.1592771982116244,0.4911253430924062,0.0031187209277655,0.0
95,0.0003725782414307,0.3301149990775475,1.928339033966319e-09,0.0
96,0.096311475409836,0.4676365537067689,0.001038306977523,0.0
97,0.033532041728763,0.4357850300373437,0.0001155177871222,0.0
98,0.1184798807749627,0.4785593295890166,0.0015126977974522,0.0
99,0.0968703427719821,0.467595818815331,0.0009869372329524,0.0
100,0.0415424739195231,0.438311423205683,0.0001517252984309,0.0
101,0.3168777943368107,0.570517589541928,0.0107400788499749,1.0
102,0.0849478390461997,0.462001893450383,0.0007641383824435,0.0
103,0.0514157973174366,0.4440400363967243,0.0003561837400142,0.0
104,0.096311475409836,0.4664581160931526,0.0010451403764315,0.0
105,0.0679955290611028,0.4536465815938477,0.0004846888451263,0.0
106,0.0003725782414307,0.3716164762893735,0.0,0.0
107,0.0439642324888226,0.4403248297924698,0.0005487566555196,0.0
108,0.0132265275707898,0.4202285893220604,6.555002221689856e-05,0.0
109,0.0625931445603576,0.4505623636058418,0.0003971721079637,0.0
110,0.0784277198211624,0.45654022792992,0.0009667286155307,0.0
111,0.0201192250372578,0.4229769127728311,1.558717849082093e-05,0.0
112,0.0001862891207153,0.4023988005997001,0.0,0.0
113,0.0618479880774962,0.4503355704697986,0.0007240878978597,0.0
114,0.1290983606557377,0.4838651523345952,0.0018791322963862,0.0
115,0.0868107302533532,0.4619621342512909,0.0008612494612164,0.0
116,0.0350223546944858,0.4366002440016266,0.0003167738178207,0.0
117,0.1279806259314456,0.4664986529938298,0.0195249543231754,0.0
118,0.0251490312965722,0.4236779794790845,0.0007525274105298,0.0
119,0.0134128166915052,0.4232437120555073,1.643043697875501e-05,0.0
120,0.0838301043219076,0.4587250042727739,0.0010284197212117,0.0
121,0.0083830104321907,0.4169644244213142,0.00037281993838,0.0
122,0.1365499254843517,0.4868051147184184,0.0021116126053159,0.0
123,0.0001862891207153,0.410178039275617,0.0,0.0
124,0.0365126676602086,0.4360682372055239,0.0004863566155503,0.0
125,0.0603576751117734,0.4489795918367347,0.0006110090894043,0.0
126,0.0486214605067064,0.4392439243924392,0.0005211735990042,0.0
127,0.0162071535022354,0.4242136873715821,1.9435893148521724e-05,0.0
128,0.0001862891207153,0.4068515992117629,0.0,0.0
129,0.022354694485842,0.4253228745741225,0.0003834725693292,0.0
130,0.0761922503725782,0.4568121861969194,0.0006122445063051,0.0
131,0.0171385991058122,0.4238117795673456,0.0003842777573727,0.0
132,0.0938897168405365,0.4671075530804037,0.0009268392162732,0.0
133,0.0240312965722801,0.4295087213954233,3.663305708610184e-05,0.0
134,0.1127049180327868,0.4754229031972367,0.0014195117628553,0.0
135,0.0072652757078986,0.4168996582789686,6.901557949926085e-07,0.0
136,0.224478390461997,0.526584265254071,0.0055472998781613,0.0
137,0.0076378539493293,0.4166407947842285,4.523165245059521e-07,0.0
138,0.1391579731743666,0.480917398315714,0.00453881259676,0.0
139,0.014903129657228,0.4220457583143329,0.0003802423614377,0.0
140,0.0085692995529061,0.4195060956548921,6.852764731524746e-06,0.0
141,0.0458271236959761,0.4427581656219069,0.0002251642342468,0.0
142,0.0454545454545454,0.4384546271338724,0.0007383388779001,0.0
143,0.1043219076005961,0.4694359422824661,0.0014023097719759,0.0
144,0.0434053651266766,0.4396756491113113,0.0005507669284318,0.0
145,0.1045081967213114,0.4714561742490778,0.001211776757287,0.0
146,0.1941132637853949,0.5119206561129125,0.004295822873774,0.0
147,0.0093144560357675,0.4178732679433287,0.0001691685799593,0.0
148,0.0461997019374068,0.4421382093731982,0.0002024296393043,0.0
149,0.0171385991058122,0.4248516026909378,2.8123065316840297e-05,0.0
150,0.0756333830104322,0.4563849685427648,0.0008859330438041,0.0
151,0.0650149031296572,0.4513958964009418,0.0007840126011832,0.0
152,0.051602086438152,0.4437830687830688,0.0006363607475497,0.0
153,0.0570044709388971,0.4459953472914589,0.0004693745522192,0.0
154,0.0625931445603576,0.4518138203854894,0.0004687368175592,0.0
155,0.0381892697466468,0.4334625322997416,0.0008392536843608,0.0
156,0.0054023845007451,0.4176456858321014,2.015527190912396e-06,0.0
157,0.0603576751117734,0.4422474872301862,0.0005752358345325,0.0
158,0.1527570789865872,0.4936545889277174,0.0028178748188931,0.0
159,0.2131147540983606,0.5207605743112146,0.0050915393253721,0.0
160,0.1225782414307004,0.4799284756370138,0.0017420455772347,0.0
161,0.0001862891207153,0.3968066232998226,0.0,0.0
162,0.0320417287630402,0.4337427278603749,0.0002250376275489,0.0
163,0.0348360655737704,0.4280019135704034,0.0004007606276602,0.0
164,0.0629657228017883,0.4509029819403612,0.0005875064991158,0.0
165,0.0162071535022354,0.4249861451983215,2.274283499466904e-05,0.0
166,0.0691132637853949,0.4513199932739196,0.0004654128629342,0.0
167,0.0961251862891207,0.4669450243562978,0.0010139044485012,0.0
168,0.0163934426229508,0.425930334047449,2.980327377711582e-05,0.0
169,0.0003725782414307,0.3904283947923485,0.0,0.0
170,0.0301788375558867,0.4308531984910506,0.0002614649776769,0.0
171,0.0333457526080476,0.4335325472460022,0.000104429623253,0.0
172,0.0529061102831594,0.4464775846294602,0.0004993247168048,0.0
173,0.0394932935916542,0.4349376114081996,0.0004579864392014,0.0
174,0.0001862891207153,0.3899745731928805,0.0,0.0
175,0.0359538002980625,0.4362099788720949,0.0001269957377767,0.0
176,0.0087555886736214,0.418949504409584,2.403147210480701e-06,0.0
177,0.0378166915052161,0.4374541602151414,0.0001522189599559,0.0
178,0.0001862891207153,0.3964256701868399,0.0,0.0
179,0.2445976154992548,0.5345548695478988,0.0064674198217563,1.0
180,0.0815946348733234,0.4604168453555193,0.0009070880671795,0.0
181,0.0396795827123696,0.4400360685302074,0.0003356981700232,0.0
182,0.0003725782414307,0.4000894387717075,0.0,0.0
183,0.0098733233979135,0.4188187563392369,0.0001468339444878,0.0
184,0.1140089418777943,0.471042471042471,0.0019167786942253,0.0
185,0.0098733233979135,0.4173209982119257,0.0003727493036852,0.0
186,0.0389344262295082,0.4346558704453441,0.0004692034822118,0.0
187,0.0815946348733234,0.4581768521679754,0.0009675096456009,0.0
188,0.0083830104321907,0.4166084594489717,3.251883462116569e-07,0.0
189,0.0869970193740685,0.4616443068455452,0.0014428069463794,0.0
190,0.1132637853949329,0.4737445944753332,0.0013123938223291,0.0
191,0.0001862891207153,0.391225129363749,0.0,0.0
192,0.0406110283159463,0.4319974247545469,0.0008151107315162,0.0
193,0.0210506706408345,0.4211847783444488,0.0003791438299222,0.0
194,0.0348360655737704,0.4322409211691763,0.0004224907270867,0.0
195,0.0288748137108792,0.4338478946092298,8.618055693489877e-05,0.0
196,0.0251490312965722,0.4286512816417791,4.586042248073793e-05,0.0
197,0.0426602086438152,0.4394237066142764,0.0001772972208921,0.0
198,0.0389344262295082,0.4365647364996747,0.0004876656719247,0.0
199,0.0188152011922503,0.4270825045747474,2.4115196069237928e-05,0.0
200,0.0001862891207153,0.3862982153137593,0.0,0.0
201,0.015461997019374,0.4234440324998028,0.0003809940286067,0.0
202,0.0443368107302533,0.4374898125509372,0.0005014853426996,0.0
203,0.0463859910581222,0.4398557849885283,0.0005241698402307,0.0
204,0.0040983606557377,0.4157372986369269,5.106373732735145e-07,0.0
205,0.0150894187779433,0.4234106325918915,1.0657014851401406e-05,0.0
206,0.0391207153502235,0.4377752405806557,0.0001555518009594,0.0
207,0.0411698956780924,0.4332875938332391,0.0008373248103178,0.0
208,0.0655737704918032,0.4528429222203475,0.0007034975861765,0.0
209,0.000558867362146,0.3882259347653142,6.3109277475261356e-09,0.0
210,0.0171385991058122,0.4255589028064055,2.9331874540058648e-05,0.0
211,0.0339046199701937,0.4344799676244435,9.674900956777648e-05,0.0
212,0.0810357675111773,0.4577861163227016,0.000692251090888,0.0
213,0.0085692995529061,0.4166731351393309,0.0003726879702972,0.0
214,0.0530923994038748,0.4374898125509372,0.0022223942688502,0.0
215,0.0426602086438152,0.4360682372055239,0.0017451544274338,0.0
216,0.0611028315946348,0.4500712668734803,0.0007411527680347,0.0
217,0.084575260804769,0.4601405794616835,0.0007950534094963,0.0
218,0.0001862891207153,0.3861870503597122,0.0,0.0
219,0.0836438152011922,0.4612872733522385,0.0009440526562799,0.0
220,0.0422876304023845,0.4388130466770211,0.0005288862857034,0.0
221,0.0570044709388971,0.447258790201633,0.0003271081240962,0.0
222,0.0588673621460506,0.4435630474301768,0.0013309670838739,0.0
223,0.0003725782414307,0.3863538217935799,0.0,0.0
224,0.0979880774962742,0.4663365476500738,0.0012977501203092,0.0
225,0.0152757078986587,0.4221785292961069,0.0003796520017381,0.0
226,0.0001862891207153,0.3824996437223885,0.0,0.0
227,0.0625931445603576,0.4503355704697986,0.0007084967483155,0.0
228,0.0121087928464977,0.4183291770573566,0.0003735476415917,0.0
229,0.0119225037257824,0.4201956947162427,4.768594970175951e-06,0.0
230,0.0661326378539493,0.4467376830892143,0.0006583235907193,0.0
231,0.0428464977645305,0.4414473684210526,0.0001878323690848,0.0
232,0.0754470938897168,0.4564237734886489,0.0006847646382309,0.0
233,0.0102459016393442,0.419178510073403,3.8456671432373e-06,0.0
234,0.0001862891207153,0.3808442710180915,0.0,0.0
235,0.0081967213114754,0.4177431906614786,8.752709061020092e-07,0.0
236,0.0549552906110283,0.4391002044989775,0.0016845525360289,0.0
237,0.0385618479880775,0.4370623676925582,0.0003281105293171,0.0
238,0.0586810730253353,0.4398918298778989,0.0011689779282898,0.0
239,0.0836438152011922,0.4606143813282993,0.0013295561975696,0.0
240,0.014903129657228,0.4223778424738374,0.0003796624018827,0.0
241,0.0584947839046199,0.4492426144447234,0.0003774865618484,0.0
242,0.0886736214605067,0.4637580993520518,0.0008764717973442,0.0
243,0.036698956780924,0.4363163456067626,0.0001303474729965,0.0
244,0.0417287630402384,0.4384188173799412,0.000504189796008,0.0
245,0.048435171385991,0.4438931613330025,0.0006010324571038,0.0
246,0.0501117734724292,0.4411208809269455,0.0006012221365333,0.0
247,0.00801043219076,0.4168349122534555,0.0003729838927606,0.0
248,0.0128539493293591,0.4225773439345036,1.0471824406244163e-05,0.0
249,0.0439642324888226,0.4330429170700225,0.0006756255930076,0.0
250,0.0517883755588673,0.4403609515996718,0.0015508470897263,0.0
251,0.0333457526080476,0.4338478946092298,0.000106967123628,0.0
252,0.0227272727272727,0.4300248337739325,5.594691316989004e-05,0.0
253,0.0594262295081967,0.4459953472914589,0.0006519242986222,0.0
254,0.0624068554396423,0.4403970793338256,0.0025274087767596,0.0
255,0.0001862891207153,0.3797934059714164,0.0,0.0
256,0.0188152011922503,0.4241466498103666,1.8747254443033e-05,0.0
257,0.0316691505216095,0.4350786189009564,0.0001028929452535,0.0
258,0.0314828614008941,0.4276268621046761,0.0004062336051018,0.0
259,0.0318554396423248,0.432275728780802,0.0004336001712988,0.0
260,0.0536512667660208,0.4464775846294602,0.0003106100547837,0.0
261,0.0314828614008941,0.4325195391185238,0.0004386511668664,0.0
262,0.0201192250372578,0.4281726090771316,4.2681045466314185e-05,0.0
263,0.0001862891207153,0.3778685062649585,0.0,0.0
264,0.0380029806259314,0.4291653341861209,0.0004201640815862,0.0
265,0.0083830104321907,0.4171912644750136,1.0685690327545987e-06,0.0
266,0.0426602086438152,0.4402887139107611,0.0005594742599817,0.0
267,0.0391207153502235,0.4386696085641905,0.0001513853296972,0.0
268,0.022913561847988,0.4277631683799506,4.0668330405635154e-05,0.0
269,0.0197466467958271,0.4269466316710411,3.354338525936532e-05,0.0
270,0.0519746646795827,0.438705459300425,0.0014942105805918,0.0
271,0.0001862891207153,0.3778153153153153,0.0,0.0
272,0.00801043219076,0.4173209982119257,1.4598217278618962e-06,0.0
273,0.0020491803278688,0.4143893777983634,1.615175698682129e-09,0.0
274,0.0592399403874813,0.441265926839293,0.0018803441541261,0.0
275,0.0238450074515648,0.427422565490883,0.0003924193347742,0.0
276,0.0003725782414307,0.3802776990648909,0.0,0.0
277,0.0422876304023845,0.4384546271338724,0.0005387637605341,0.0
278,0.0562593144560357,0.4351844345358735,0.0016217603284071,0.0
279,0.0217958271236959,0.4257276548497105,3.889418857941131e-05,0.0
280,0.0257078986587183,0.4258627528758429,0.000396823499417,0.0
281,0.0100596125186289,0.420491931693561,6.5519475733182205e-06,0.0
282,0.0076378539493293,0.4177431906614786,1.993200163447885e-06,0.0
283,0.0204918032786885,0.4275927991078541,4.655195317894465e-05,0.0
284,0.0281296572280178,0.4266073273464197,0.0003887930008819,0.0
285,0.0001862891207153,0.376437587657784,0.0,0.0
286,0.0162071535022354,0.4197357103761044,0.0003742565694409,0.0
287,0.007451564828614,0.4167378309137489,5.406389999133118e-07,0.0
288,0.0681818181818181,0.4518518518518518,0.0007921618630511,0.0
289,0.0368852459016393,0.4344448041437358,0.0004631829063661,0.0
290,0.000558867362146,0.373868226772531,5.090815049671083e-09,0.0
291,0.0262667660208643,0.4322409211691763,7.880975139988738e-05,0.0
292,0.1054396423248882,0.4735356386732534,0.0012656810712715,0.0
293,0.015461997019374,0.4249861451983215,2.777634392277466e-05,0.0
294,0.0810357675111773,0.4520801751726461,0.0039970023511124,0.0
295,0.0001862891207153,0.3724673882875381,0.0,0.0
296,0.0188152011922503,0.4269805917912822,3.204759777065981e-05,0.0
297,0.0141579731743666,0.4215817167988691,0.000322354798634,0.0
298,0.0001862891207153,0.3698243196693076,0.0,0.0
299,0.0219821162444113,0.4230769230769231,0.0003854839657988,0.0
300,0.0286885245901639,0.4300937424885826,0.0004265217394635,0.0
301,0.0156482861400894,0.418949504409584,0.0003744110702406,0.0
302,0.0003725782414307,0.3707694432932725,1.3611804945644603e-09,0.0
303,0.0519746646795827,0.4414110681687361,0.0005759386404458,0.0
304,0.0007451564828614,0.375752484950301,2.2479529525437376e-08,0.0
305,0.0245901639344262,0.428788241872354,0.0004113424678475,0.0
306,0.0134128166915052,0.4210196078431372,0.0003769520285982,0.0
307,0.0001862891207153,0.3655181805801443,0.0,0.0
308,0.0279433681073025,0.4272864761601528,0.000402388282026,0.0
309,0.0271982116244411,0.4303350970017636,0.0004309473869214,0.0
310,0.0333457526080476,0.4352903016542329,0.0003403154365453,0.0
311,0.0860655737704918,0.4627187311438669,0.001024900604502,0.0
312,0.0355812220566318,0.4296806211478428,0.0004283423611892,0.0
313,0.0652011922503725,0.4447758720689369,0.0021028925556621,0.0
314,0.0145305514157973,0.4234774376775008,0.0007541544835528,0.0
315,0.0003725782414307,0.380709219858156,6.687881042657754e-11,0.0
316,0.0700447093889716,0.4417743395605299,0.003804744818779,0.0
317,0.0182563338301043,0.4240461331858756,2.376589194260568e-05,0.0
318,0.0109910581222056,0.4185901434809732,3.940486437004529e-06,0.0
319,0.0070789865871833,0.4163176671319993,1.877926334752207e-07,0.0
320,0.0089418777943368,0.4168672827521938,0.0003728414603424,0.0
321,0.0087555886736214,0.4218136099324218,8.247301909987559e-06,0.0
322,0.0255216095380029,0.4277631683799506,0.0002004420122086,0.0
323,0.047876304023845,0.4438564577476435,0.0005950698163791,0.0
324,0.0089418777943368,0.4168996582789686,0.0001856297757199,0.0
325,0.0055886736214605,0.416285381930981,4.430567473374275e-07,0.0
326,0.0232861400894187,0.4269805917912822,0.0004005107107997,0.0
327,0.0076378539493293,0.4174508126603935,0.0001200247713281,0.0
328,0.0400521609538003,0.43892068683565,0.0005339004569702,0.0
329,0.063338301043219,0.4405416495691424,0.0026209255399313,0.0
330,0.0312965722801788,0.4332875938332391,0.0004532912420472,0.0
331,0.0197466467958271,0.4237783216231152,0.0003875902992012,0.0
332,0.0001862891207153,0.3644510828976848,0.0,0.0
333,0.0124813710879284,0.4206896551724138,1.1711959470654894e-05,0.0
334,0.0124813710879284,0.4185575048732943,0.0001891496951266,0.0
335,0.0156482861400894,0.4250871080139373,2.49741890512514e-05,0.0
336,0.007451564828614,0.4163822525597269,0.0003726461718233,0.0
337,0.0143442622950819,0.4237114215802352,1.5009496436571813e-05,0.0
338,0.011736214605067,0.419375,0.0003752446154805,0.0
339,0.0173248882265275,0.4198670316777473,0.0003763418675709,0.0
340,0.0158345752608047,0.4207226271651383,0.0005805232120408,0.0
341,0.003725782414307,0.4150943396226415,1.5243640310219085e-07,0.0
342,0.0065201192250372,0.4166407947842285,4.0056639019724335e-06,0.0
343,0.0106184798807749,0.4196700805253694,4.771207500866441e-06,0.0
344,0.0448956780923994,0.4372047564749959,0.0010965601635825,0.0
345,0.0460134128166915,0.4418834376028976,0.0002213618238388,0.0
346,0.0050298062593144,0.4172885572139303,3.172364658943478e-07,0.0
347,0.0130402384500745,0.4181662382176521,0.0005682688413411,0.0
348,0.0115499254843517,0.4182313985196728,0.0003738011543406,0.0
349,0.0206780923994038,0.4255926425116942,0.0003921023669909,0.0
350,0.0055886736214605,0.4158339143233403,4.734698101608302e-08,0.0
351,0.0078241430700447,0.4165761291323917,2.75336756649236e-07,0.0
352,0.0242175856929955,0.4291310256615237,4.207595523938432e-05,0.0
353,0.0370715350223547,0.43356756320168,0.0008884348161199,0.0
354,0.0270119225037257,0.4226771653543307,0.0003852168980801,0.0
355,0.0109910581222056,0.4189822041835779,2.011728799084033e-06,0.0
356,0.0147168405365126,0.4206566883473082,0.000209564258334,0.0
357,0.0095007451564828,0.4204589958486723,8.417173657755925e-06,0.0
358,0.0426602086438152,0.4409397075735173,0.0001914235751351,0.0
359,0.034090909090909,0.4326589828322721,0.0002952345466742,0.0
360,0.0150894187779433,0.4204260651629072,0.0005155603480726,0.0
361,0.0063338301043219,0.4163822525597269,5.807246461784178e-07,0.0
362,0.0143442622950819,0.4220125786163522,0.0003790322480545,0.0
363,0.0616616989567809,0.4443708609271523,0.0027298658286088,0.0
364,0.019187779433681,0.4248516026909378,2.68768390254944e-05,0.0
365,0.0296199701937406,0.423912185106215,0.000624757727973,0.0
366,0.0095007451564828,0.4211847783444488,7.7651242979697e-06,0.0
367,0.0109910581222056,0.4203931396350536,0.0001641943956384,0.0
368,0.0730253353204172,0.4563461701946782,0.0007476882778321,0.0
369,0.0102459016393442,0.4199655765920826,3.894412936991847e-06,0.0
370,0.019187779433681,0.4226106125019682,0.0003797686048259,0.0
371,0.0078241430700447,0.4193094828932979,1.989857631879707e-06,0.0
372,0.0091281669150521,0.4186554359694275,2.549939426073247e-06,0.0
373,0.0139716840536512,0.4188187563392369,0.0003743895699532,0.0
374,0.0124813710879284,0.4192439862542955,2.1256834406001782e-06,0.0
375,0.0480625931445603,0.4398197460057353,0.0003782679618599,0.0
376,0.0331594634873323,0.4245491932932616,0.0011991534210064,0.0
377,0.0057749627421758,0.4160595256549372,2.231999938476095e-07,0.0
378,0.0135991058122205,0.423210343740145,1.311997859327215e-05,0.0
379,0.0001862891207153,0.3595686248241677,0.0,0.0
380,0.0212369597615499,0.4253902844916395,0.0003968611734609,0.0
381,0.0475037257824143,0.4428677501856282,0.0006043838410116,0.0
382,0.0150894187779433,0.422710449641704,1.9303714100437217e-05,0.0
383,0.0190014903129657,0.4265056411886223,2.3585718254204216e-05,0.0
384,0.0003725782414307,0.3582009875884158,0.0,0.0
385,0.0115499254843517,0.4181988158304768,0.0003739480361115,0.0
386,0.0096870342771982,0.4177106839934635,1.8171828018320937e-05,0.0
387,0.0415424739195231,0.4368489583333333,0.0004971124437956,0.0
388,0.0359538002980625,0.4348671419313026,0.0004635335341719,0.0
389,0.0348360655737704,0.4357142857142857,0.0001377705146108,0.0
390,0.0087555886736214,0.4170940170940171,0.0003727871437573,0.0
391,0.0532786885245901,0.445736112264386,0.0006729539698369,0.0
392,0.0001862891207153,0.3570335882939807,0.0,0.0
393,0.0122950819672131,0.4197028928850664,5.383762412925598e-06,0.0
394,0.0044709388971684,0.4154155703451478,1.255273724089158e-07,0.0
395,0.0307377049180327,0.4326241134751773,7.959564770995688e-05,0.0
396,0.0050298062593144,0.4158017041053446,3.814178508451815e-07,0.0
397,0.0568181818181818,0.4369200716262412,0.0016648911737545,0.0
398,0.0402384500745156,0.4391361256544502,0.0001629348111053,0.0
399,0.0322280178837555,0.4273545099912427,0.0004036155605235,0.0
400,0.0087555886736214,0.4171264278498718,0.0003729513570882,0.0
401,0.0083830104321907,0.4185575048732943,0.0003727996517468,0.0
402,0.0180700447093889,0.4224110796348757,1.2381257613358086e-05,0.0
403,0.048435171385991,0.4378109452736318,0.0012302742023193,0.0
404,0.0026080476900149,0.4148056564407696,6.474920057074196e-08,0.0
405,0.0150894187779433,0.4245827730760104,2.590068803023734e-05,0.0
406,0.0001862891207153,0.3506663182649595,0.0,0.0
407,0.0461997019374068,0.442356819118253,0.0002198048057283,0.0
408,0.0108047690014903,0.418949504409584,0.0003742982047237,0.0
409,0.0525335320417287,0.4355728659526128,0.0022143360921243,0.0
410,0.0121087928464977,0.4218467583497053,1.4971482993710415e-05,0.0
411,0.0206780923994038,0.4213170080841378,0.0003780555240784,0.0
412,0.0206780923994038,0.4208875646855888,0.0003761981120412,0.0
413,0.0290611028315946,0.4233104644744105,0.0005685005293385,0.0
414,0.0091281669150521,0.4169968150392294,0.0003729388442921,0.0
415,0.0001862891207153,0.3516080434925002,0.0,0.0
416,0.0104321907600596,0.417840741029034,0.0001186965702589,0.0
417,0.0113636363636363,0.417840741029034,0.0003734480570202,0.0
418,0.0046572280178837,0.4171912644750136,3.248414541314124e-07,0.0
419,0.0253353204172876,0.4275927991078541,0.0001351375935125,0.0
420,0.0119225037257824,0.4193094828932979,0.0003755837313519,0.0
421,0.0128539493293591,0.4191130543410368,9.152250827624893e-05,0.0
422,0.0251490312965722,0.4256601379747839,0.0004035815580085,0.0
423,0.0927719821162444,0.4532635311998649,0.0073699223656544,0.0
424,0.0262667660208643,0.431095406360424,5.827903513893502e-05,0.0
